Section,Institution,Type,Address,City,State,Zip,Latitude,Longitude,Enrollment,Campus Size,Suitability,Notes
Within,Nassau Community College,Community College,"1 Education Dr, Garden City, NY 11530",Garden City,NY,11530,40.729816,-73.592391,18000,225,,Large community college with extensive open campus areas and active quad spaces
Within,Hofstra University,Private University,"100 Hofstra University, Hempstead, NY 11549",Hempstead,NY,11549,40.717262,-73.600588,6224,244,,Private university with large campus green spaces and multiple quads
Within,Adelphi University,Private University,"1 South Ave, Garden City, NY 11530",Garden City,NY,11530,40.719259,-73.649666,7859,75,,Historic campus with beautiful lawns and gathering spaces
Within,LIU Post,Private University,"720 Northern Blvd, Brookville, NY 11548",Brookville,NY,11548,40.81951,-73.595225,8500,307,,Former estate with expansive grounds and open spaces
Within,SUNY Old Westbury,Public University,"223 Store Hill Rd, Old Westbury, NY 11568",Old Westbury,NY,11568,40.782831,-73.579425,5000,604,,Large wooded campus with extensive open areas
Within,Molloy University,Private University,"1000 Hempstead Ave, Rockville Centre, NY 11571",Rockville Centre,NY,11571,40.685974,-73.626184,4900,30,,Compact campus with central quad and gathering areas
Within,New York Institute of Technology,Private University,"Northern Blvd, Old Westbury, NY 11568",Old Westbury,NY,11568,40.78871,-73.59957,3355,215,,Technical university with multiple campus buildings and open spaces
Near,Queens College CUNY,Public University,"65-30 Kissena Blvd, Flushing, NY 11367",Flushing,NY,11367,40.735863,-73.815752,20000,80,,Urban campus with quad and open spaces in northeastern Queens
Near,Queensborough Community College,Community College,"222-05 56th Ave, Bayside, NY 11364",Bayside,NY,11364,40.755795,-73.756819,16000,37,,Community college with campus green spaces
Near,SUNY Farmingdale State College,Public University,"2350 Broadhollow Rd, Farmingdale, NY 11735",Farmingdale,NY,11735,40.753439,-73.423606,10000,380,,Large campus with extensive grounds and athletic fields
Near,Suffolk County Community College - Ammerman,Community College,"533 College Rd, Selden, NY 11784",Selden,NY,11784,40.846706,-73.052851,25000,300,,Main SCCC campus with large open areas
Near,Stony Brook University,Public University,"100 Nicolls Rd, Stony Brook, NY 11794",Stony Brook,NY,11794,40.915198,-73.119402,26814,1454,,Major research university with extensive campus
