Section,Institution,Type,Address,City,State,Zip,Latitude,Longitude,Enrollment,Campus Size,Suitability,Notes
Within,University of Texas Rio Grande Valley - Brownsville Campus,Public University,"One West University Boulevard, Brownsville, TX 78520",Brownsville,TX,78520,25.893297,-97.487673,34343,776,,Main campus serving Cameron County with comprehensive programs
Within,University of Texas Rio Grande Valley - Edinburg Campus,Public University,"1201 West University Drive, Edinburg, TX 78539",Edinburg,TX,78539,26.303244,-98.174322,34343,776,,Main campus in eastern Hidalgo County with full university facilities
Within,Texas Southmost College,Community College,"80 Fort Brown, Brownsville, TX 78520",Brownsville,TX,78520,25.891461,-97.493022,10342,100,,Historic community college with strong dual enrollment programs
Within,South Texas College - Pecan Campus,Community College,"3201 West Pecan Boulevard, McAllen, TX 78501",McAllen,TX,78501,26.220876,-98.255188,37297,20,,Main campus of STC system serving Hidalgo County
Within,South Texas College - Mid-Valley Campus,Community College,"400 North Border Avenue, Weslaco, TX 78596",Weslaco,TX,78596,26.16444,-97.9987,37297,15,,Branch campus serving central Hidalgo County
Within,South Texas College - Starr County Campus,Community College,"142 FM 3167, Rio Grande City, TX 78582",Rio Grande City,TX,78582,26.385979,-98.856692,37297,10,,Campus serving western areas of district
Within,Texas State Technical College - Harlingen,Community College,"1902 North Loop 499, Harlingen, TX 78550",Harlingen,TX,78550,26.213861,-97.664975,5225,85,,Technical college with specialized workforce programs
Within,Texas A&M University - Kingsville,Public University,"700 University Boulevard, Kingsville, TX 78363",Kingsville,TX,78363,27.522557,-97.882339,6610,250,,Comprehensive university serving Kleberg County
Within,Coastal Bend College - Alice Campus,Community College,"704 Coyote Trail, Alice, TX 78332",Alice,TX,78332,27.758063,-98.051875,4105,10,,Branch campus serving Jim Wells County
Within,Coastal Bend College - Kingsville Campus,Community College,"1814 Brahma Boulevard, Kingsville, TX 78363",Kingsville,TX,78363,27.499552,-97.855858,4105,10,,Branch campus co-located with TAMUK
Near,Coastal Bend College - Beeville Campus,Community College,"3800 Charco Road, Beeville, TX 78102",Beeville,TX,78102,28.435627,-97.758194,4105,100,,Main campus 12 miles from district boundary
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
